,driver_standings)_id,race_id,driver_id,points,position,position_text,wins
4423,5089,226,85,0.0,19,19,0
4424,5090,227,71,33.0,1,1,3
4425,5091,227,35,22.0,2,2,1
4426,5092,227,56,6.0,5,5,0
4427,5093,227,77,3.0,9,9,0
4428,5094,227,57,5.0,6,6,0
4429,5095,227,63,3.0,10,10,0
4430,5096,227,44,1.0,11,11,0
4431,5097,227,49,0.0,16,16,0
4432,5098,227,73,0.0,18,18,0
4433,5099,227,64,0.0,15,15,0
4434,5100,227,79,0.0,17,17,0
4435,5101,227,55,10.0,3,3,0
4436,5102,227,30,10.0,4,4,0
4437,5103,227,83,0.0,19,19,0
4438,5104,227,69,0.0,21,21,0
4439,5105,227,84,1.0,12,12,0
4440,5106,227,22,5.0,7,7,0
4441,5107,227,50,1.0,13,13,0
4442,5108,227,14,4.0,8,8,0
4443,5109,227,65,0.0,14,14,0
4444,5110,227,85,0.0,20,20,0
4445,5111,227,21,0.0,22,22,0
4446,5112,228,71,43.0,1,1,4
4447,5113,228,35,22.0,2,2,1
4448,5114,228,56,9.0,5,5,0
4449,5115,228,77,7.0,6,6,0
4450,5116,228,57,5.0,8,8,0
4451,5117,228,63,3.0,10,10,0
4452,5118,228,44,1.0,11,11,0
4453,5119,228,49,0.0,16,16,0
4454,5120,228,73,0.0,19,19,0
4455,5121,228,64,0.0,14,14,0
4456,5122,228,79,0.0,18,18,0
4457,5123,228,55,11.0,4,4,0
4458,5124,228,30,16.0,3,3,0
4459,5125,228,83,0.0,17,17,0
4460,5126,228,69,0.0,20,20,0
4461,5127,228,84,1.0,12,12,0
4462,5128,228,22,7.0,7,7,0
4463,5129,228,50,1.0,13,13,0
4464,5130,228,14,4.0,9,9,0
4465,5131,228,65,0.0,15,15,0
4466,5132,228,85,0.0,21,21,0
4467,5133,228,21,0.0,22,22,0
4468,5134,229,71,43.0,1,1,4
4469,5135,229,35,22.0,2,2,1
4470,5136,229,56,9.0,7,7,0
4471,5137,229,77,7.0,8,8,0
4472,5138,229,57,6.0,10,10,0
4473,5139,229,63,5.0,11,11,0
4474,5140,229,44,11.0,4,4,1
4475,5141,229,49,3.0,13,13,0
4476,5142,229,73,0.0,19,19,0
4477,5143,229,64,0.0,16,16,0
4478,5144,229,79,0.0,18,18,0
4479,5145,229,55,11.0,5,5,0
4480,5146,229,30,16.0,3,3,0
4481,5147,229,83,0.0,17,17,0
4482,5148,229,69,0.0,20,20,0
4483,5149,229,84,1.0,14,14,0
4484,5150,229,22,7.0,9,9,0
4485,5151,229,50,1.0,15,15,0
4486,5152,229,14,10.0,6,6,0
4487,5153,229,65,4.0,12,12,0
4488,5154,229,85,0.0,21,21,0
4489,5155,229,21,0.0,22,22,0
4490,5156,230,71,43.0,1,1,4
4491,5157,230,35,26.0,2,2,1
4492,5158,230,56,9.0,7,7,0
4493,5159,230,77,7.0,9,9,0
4494,5160,230,57,8.0,8,8,0
4495,5161,230,63,5.0,12,12,0
4496,5162,230,44,11.0,5,5,1
4497,5163,230,49,6.0,11,11,0
4498,5164,230,73,0.0,19,19,0
4499,5165,230,64,1.0,14,14,0
4500,5166,230,79,0.0,18,18,0
4501,5167,230,55,17.0,4,4,0
4502,5168,230,30,26.0,3,3,1
4503,5169,230,83,0.0,17,17,0
4504,5170,230,69,0.0,20,20,0
4505,5171,230,84,1.0,15,15,0
4506,5172,230,22,7.0,10,10,0
4507,5173,230,50,1.0,16,16,0
4508,5174,230,14,10.0,6,6,0
4509,5175,230,65,4.0,13,13,0
4510,5176,230,85,0.0,21,21,0
4511,5177,230,21,0.0,22,22,0
4512,5178,231,71,53.0,1,1,5
4513,5179,231,35,32.0,2,2,1
4514,5180,231,56,9.0,8,8,0
4515,5181,231,77,7.0,9,9,0
4516,5182,231,57,10.0,7,7,0
4517,5183,231,63,5.0,12,12,0
4518,5184,231,44,11.0,6,6,1
4519,5185,231,49,6.0,11,11,0
4520,5186,231,73,0.0,20,20,0
4521,5187,231,64,1.0,15,15,0
4522,5188,231,79,0.0,19,19,0
4523,5189,231,55,21.0,4,4,0
4524,5190,231,30,26.0,3,3,1
4525,5191,231,83,0.0,18,18,0
4526,5192,231,69,0.0,21,21,0
4527,5193,231,84,2.0,14,14,0
4528,5194,231,22,7.0,10,10,0
4529,5195,231,50,1.0,16,16,0
4530,5196,231,14,13.0,5,5,0
4531,5197,231,65,4.0,13,13,0
4532,5198,231,85,0.0,22,22,0
4533,5199,231,21,0.0,17,17,0
4534,5200,232,71,63.0,1,1,6
4535,5201,232,35,38.0,2,2,1
4536,5202,232,56,9.0,9,9,0
4537,5203,232,77,10.0,8,8,0
4538,5204,232,57,12.0,6,6,0
4539,5205,232,63,5.0,12,12,0
4540,5206,232,44,11.0,7,7,1
4541,5207,232,49,6.0,11,11,0
4542,5208,232,73,0.0,19,19,0
4543,5209,232,64,1.0,15,15,0
4544,5210,232,79,0.0,20,20,0
4545,5211,232,55,25.0,4,4,0
4546,5212,232,30,26.0,3,3,1
4547,5213,232,83,0.0,18,18,0
4548,5214,232,69,0.0,21,21,0
4549,5215,232,84,2.0,14,14,0
4550,5216,232,22,7.0,10,10,0
4551,5217,232,50,1.0,16,16,0
4552,5218,232,14,14.0,5,5,0
4553,5219,232,65,4.0,13,13,0
4554,5220,232,85,0.0,22,22,0
4555,5221,232,21,0.0,17,17,0
4556,5222,233,71,63.0,1,1,6
4557,5223,233,35,48.0,2,2,2
4558,5224,233,56,9.0,10,10,0
4559,5225,233,77,16.0,5,5,0
4560,5226,233,57,16.0,7,7,0
4561,5227,233,63,5.0,12,12,0
4562,5228,233,44,11.0,8,8,1
4563,5229,233,49,6.0,11,11,0
4564,5230,233,73,0.0,19,19,0
4565,5231,233,64,1.0,15,15,0
4566,5232,233,79,0.0,20,20,0
4567,5233,233,55,25.0,4,4,0
4568,5234,233,30,26.0,3,3,1
4569,5235,233,83,0.0,18,18,0
4570,5236,233,69,0.0,21,21,0
4571,5237,233,84,3.0,14,14,0
4572,5238,233,22,10.0,9,9,0
4573,5239,233,50,1.0,16,16,0
4574,5240,233,14,16.0,6,6,0
4575,5241,233,65,4.0,13,13,0
4576,5242,233,85,0.0,22,22,0
4577,5243,233,21,0.0,17,17,0
4578,5244,234,71,73.0,1,1,7
4579,5245,234,35,52.0,2,2,2
4580,5246,234,56,9.0,10,10,0
4581,5247,234,77,16.0,6,6,0
4582,5248,234,57,16.0,7,7,0
4583,5249,234,63,5.0,12,12,0
4584,5250,234,44,11.0,8,8,1
4585,5251,234,49,6.0,11,11,0
4586,5252,234,73,0.0,19,19,0
4587,5253,234,64,1.0,15,15,0
4588,5254,234,79,0.0,20,20,0
4589,5255,234,55,31.0,3,3,0
4590,5256,234,30,29.0,4,4,1
4591,5257,234,83,0.0,18,18,0
4592,5258,234,69,0.0,21,21,0
4593,5259,234,84,3.0,14,14,0
4594,5260,234,22,11.0,9,9,0
4595,5261,234,50,1.0,16,16,0
4596,5262,234,14,18.0,5,5,0
4597,5263,234,65,4.0,13,13,0
4598,5264,234,85,0.0,22,22,0
4599,5265,234,21,0.0,17,17,0
4600,5266,235,71,79.0,1,1,7
4601,5267,235,35,62.0,2,2,3
4602,5268,235,56,9.0,10,10,0
4603,5269,235,77,16.0,7,7,0
4604,5270,235,57,19.0,5,5,0
4605,5271,235,63,5.0,12,12,0
4606,5272,235,44,13.0,8,8,1
4607,5273,235,49,6.0,11,11,0
4608,5274,235,73,0.0,18,18,0
4609,5275,235,64,1.0,15,15,0
4610,5276,235,79,0.0,17,17,0
4611,5277,235,55,35.0,3,3,0
4612,5278,235,30,29.0,4,4,1
4613,5279,235,83,0.0,20,20,0
4614,5280,235,69,0.0,21,21,0
4615,5281,235,84,3.0,14,14,0
4616,5282,235,22,12.0,9,9,0
4617,5283,235,50,1.0,16,16,0
4618,5284,235,14,18.0,6,6,0
4619,5285,235,65,4.0,13,13,0
4620,5286,235,85,0.0,23,23,0
4621,5287,235,21,0.0,19,19,0
4622,5288,235,86,0.0,22,22,0
4623,5289,236,71,81.0,1,1,7
4624,5290,236,35,68.0,2,2,3
4625,5291,236,56,9.0,10,10,0
4626,5292,236,77,17.0,7,7,0
4627,5293,236,57,23.0,5,5,0
4628,5294,236,63,5.0,12,12,0
4629,5295,236,44,13.0,8,8,1
4630,5296,236,49,6.0,11,11,0
4631,5297,236,73,0.0,18,18,0
4632,5298,236,64,1.0,15,15,0
4633,5299,236,79,0.0,17,17,0
4634,5300,236,55,38.0,4,4,0
4635,5301,236,30,39.0,3,3,2
4636,5302,236,83,0.0,20,20,0
4637,5303,236,69,0.0,21,21,0
4638,5304,236,84,3.0,14,14,0
4639,5305,236,22,12.0,9,9,0
4640,5306,236,50,1.0,16,16,0
4641,5307,236,14,18.0,6,6,0
4642,5308,236,65,4.0,13,13,0
4643,5309,236,85,0.0,23,23,0
4644,5310,236,21,0.0,19,19,0
4645,5311,236,86,0.0,22,22,0
4646,5312,237,71,81.0,1,1,7
4647,5313,237,35,68.0,2,2,3
4648,5314,237,56,9.0,10,10,0
4649,5315,237,77,17.0,7,7,0
4650,5316,237,57,27.0,5,5,0
4651,5317,237,63,5.0,13,13,0
4652,5318,237,44,13.0,9,9,1
4653,5319,237,49,6.0,11,11,0
4654,5320,237,73,0.0,18,18,0
4655,5321,237,64,2.0,15,15,0
4656,5322,237,79,0.0,17,17,0
4657,5323,237,55,44.0,4,4,0
4658,5324,237,30,49.0,3,3,3
4659,5325,237,83,0.0,20,20,0
4660,5326,237,69,0.0,21,21,0
4661,5327,237,84,6.0,12,12,0
4662,5328,237,22,14.0,8,8,0
4663,5329,237,50,1.0,16,16,0
4664,5330,237,14,18.0,6,6,0
4665,5331,237,65,4.0,14,14,0
4666,5332,237,85,0.0,23,23,0
4667,5333,237,21,0.0,19,19,0
4668,5334,237,86,0.0,22,22,0
4669,5335,238,71,87.0,1,1,7
4670,5336,238,35,78.0,2,2,4
4671,5337,238,56,11.0,10,10,0
4672,5338,238,77,18.0,6,6,0
4673,5339,238,57,27.0,5,5,0
4674,5340,238,63,5.0,13,13,0
4675,5341,238,44,13.0,9,9,1
4676,5342,238,49,6.0,11,11,0
4677,5343,238,73,0.0,18,18,0
4678,5344,238,64,2.0,15,15,0
4679,5345,238,79,0.0,17,17,0
4680,5346,238,55,47.0,4,4,0
4681,5347,238,30,53.0,3,3,3
4682,5348,238,83,0.0,20,20,0
4683,5349,238,69,0.0,21,21,0
4684,5350,238,84,6.0,12,12,0
4685,5351,238,22,14.0,8,8,0
4686,5352,238,50,1.0,16,16,0
4687,5353,238,14,18.0,7,7,0
4688,5354,238,65,4.0,14,14,0
4689,5355,238,85,0.0,23,23,0
4690,5356,238,21,0.0,19,19,0
4691,5357,238,86,0.0,22,22,0
4692,5358,239,71,97.0,1,1,8
4693,5359,239,35,78.0,2,2,4
4694,5360,239,56,11.0,10,10,0
4695,5361,239,77,21.0,6,6,0
4696,5362,239,57,31.0,5,5,0
4697,5363,239,63,5.0,13,13,0
4698,5364,239,44,13.0,9,9,1
4699,5365,239,49,7.0,12,12,0
4700,5366,239,73,0.0,18,18,0
4701,5367,239,64,2.0,15,15,0
4702,5368,239,79,0.0,17,17,0
4703,5369,239,55,47.0,4,4,0
4704,5370,239,30,59.0,3,3,3
4705,5371,239,83,0.0,20,20,0
4706,5372,239,69,0.0,21,21,0
4707,5373,239,84,8.0,11,11,0
4708,5374,239,22,14.0,8,8,0
4709,5375,239,50,1.0,16,16,0
4710,5376,239,14,18.0,7,7,0
4711,5377,239,65,4.0,14,14,0
4712,5378,239,85,0.0,23,23,0
4713,5379,239,21,0.0,19,19,0
4714,5380,239,86,0.0,22,22,0
4715,10201,240,64,0.0,10,10,0
4716,10200,240,85,0.0,9,9,0
4717,10199,240,88,0.0,8,8,0
4718,10198,240,63,0.0,7,7,0
4719,10197,240,87,1.0,6,6,0
4720,10196,240,55,2.0,5,5,0
4721,10195,240,57,3.0,4,4,0
4722,10194,240,77,4.0,3,3,0
4723,10193,240,14,6.0,2,2,0
4724,10192,240,30,10.0,1,1,1
4725,10217,241,93,0.0,15,15,0
4726,10216,241,79,0.0,12,12,0
4727,10215,241,44,0.0,10,10,0
4728,10214,241,49,2.0,8,8,0
4729,10213,241,65,3.0,7,7,0
4730,10212,241,71,10.0,2,2,1
4731,10211,241,64,0.0,16,16,0
4732,10210,241,85,0.0,14,14,0
4733,10209,241,88,0.0,13,13,0
4734,10208,241,63,0.0,11,11,0
4735,10207,241,87,1.0,9,9,0
4736,10206,241,55,8.0,3,3,0
4737,10205,241,57,3.0,6,6,0
4738,10204,241,77,5.0,5,5,0
4739,10203,241,14,6.0,4,4,0
4740,10202,241,30,14.0,1,1,1
4741,10238,242,69,0.0,21,21,0
4742,10237,242,81,0.0,20,20,0
4743,10236,242,94,0.0,19,19,0
4744,10235,242,95,0.0,18,18,0
4745,10234,242,56,0.0,13,13,0
4746,10233,242,93,0.0,16,16,0
4747,10232,242,79,0.0,14,14,0
4748,10231,242,44,0.0,10,10,0
4749,10230,242,49,3.0,8,8,0
4750,10229,242,65,3.0,7,7,0
4751,10228,242,71,20.0,1,1,2
4752,10227,242,64,0.0,17,17,0
4753,10226,242,85,0.0,15,15,0
4754,10225,242,88,0.0,12,12,0
4755,10224,242,63,0.0,11,11,0
4756,10223,242,87,1.0,9,9,0
4757,10222,242,55,14.0,3,3,0
4758,10221,242,57,5.0,6,6,0
4759,10220,242,77,9.0,5,5,0
4760,10219,242,14,9.0,4,4,0
4761,10218,242,30,14.0,2,2,1
4762,10263,243,91,0.0,24,24,0
4763,10262,243,50,0.0,23,23,0
4764,10261,243,84,0.0,17,17,0
4765,10260,243,22,0.0,13,13,0
4766,10259,243,69,0.0,25,25,0
4767,10258,243,81,0.0,21,21,0
4768,10257,243,94,0.0,22,22,0
4769,10256,243,95,0.0,20,20,0
4770,10255,243,56,2.0,9,9,0
4771,10254,243,93,0.0,16,16,0
4772,10253,243,79,0.0,15,15,0
4773,10252,243,44,1.0,10,10,0
4774,10251,243,49,3.0,8,8,0
4775,10250,243,65,9.0,5,5,0
4776,10249,243,71,23.0,2,2,2
4777,10248,243,64,0.0,19,19,0
4778,10247,243,85,0.0,18,18,0
4779,10246,243,88,0.0,14,14,0
4780,10245,243,63,0.0,12,12,0
4781,10244,243,87,1.0,11,11,0
4782,10243,243,55,14.0,3,3,0
4783,10242,243,57,5.0,7,7,0
4784,10241,243,77,13.0,4,4,0
4785,10240,243,14,9.0,6,6,0
4786,10239,243,30,24.0,1,1,2
4787,10289,244,96,0.0,16,16,0
4788,10288,244,91,0.0,25,25,0
4789,10287,244,50,0.0,24,24,0
4790,10286,244,84,0.0,20,20,0
4791,10285,244,22,0.0,14,14,0
4792,10284,244,69,0.0,26,26,0
4793,10283,244,81,0.0,18,18,0
4794,10282,244,94,0.0,13,13,0
4795,10281,244,95,0.0,23,23,0
4796,10280,244,56,2.0,10,10,0
4797,10279,244,93,0.0,19,19,0
4798,10278,244,79,0.0,17,17,0
4799,10277,244,44,1.0,11,11,0
4800,10276,244,49,4.0,8,8,0
4801,10275,244,65,12.0,5,5,0
4802,10274,244,71,29.0,2,2,2
4803,10273,244,64,0.0,22,22,0
4804,10272,244,85,0.0,21,21,0
4805,10271,244,88,0.0,15,15,0
4806,10270,244,63,0.0,12,12,0
4807,10269,244,87,3.0,9,9,0
4808,10268,244,55,14.0,4,4,0
4809,10267,244,57,5.0,7,7,0
4810,10266,244,77,17.0,3,3,0
4811,10265,244,14,9.0,6,6,0
4812,10264,244,30,34.0,1,1,3
4813,10316,245,89,0.0,22,22,0
4814,10315,245,96,0.0,18,18,0
4815,10314,245,91,0.0,27,27,0
4816,10313,245,50,0.0,26,26,0
4817,10312,245,84,0.0,20,20,0
4818,10311,245,22,6.0,7,7,0
4819,10310,245,69,0.0,17,17,0
4820,10309,245,81,1.0,13,13,0
4821,10308,245,94,0.0,15,15,0
4822,10307,245,95,0.0,25,25,0
4823,10306,245,56,6.0,8,8,0
4824,10305,245,93,0.0,21,21,0
4825,10304,245,79,0.0,19,19,0
4826,10303,245,44,4.0,10,10,0
4827,10302,245,49,4.0,11,11,0
4828,10301,245,65,12.0,5,5,0
4829,10300,245,71,29.0,2,2,2
4830,10299,245,64,0.0,24,24,0
4831,10298,245,85,0.0,23,23,0
4832,10297,245,88,0.0,16,16,0
4833,10296,245,63,0.0,14,14,0
4834,10295,245,87,3.0,12,12,0
4835,10294,245,55,24.0,3,3,1
4836,10293,245,57,5.0,9,9,0
4837,10292,245,77,17.0,4,4,0
4838,10291,245,14,9.0,6,6,0
4839,10290,245,30,36.0,1,1,3
4840,10344,246,90,0.0,28,28,0
4841,10343,246,89,0.0,22,22,0
4842,10342,246,96,0.0,19,19,0
4843,10341,246,91,0.0,27,27,0
4844,10340,246,50,0.0,26,26,0
4845,10339,246,84,3.0,12,12,0
4846,10338,246,22,7.0,7,7,0
4847,10337,246,69,0.0,18,18,0
4848,10336,246,81,1.0,14,14,0
4849,10335,246,94,0.0,16,16,0
4850,10334,246,95,0.0,25,25,0
4851,10333,246,56,6.0,8,8,0
4852,10332,246,93,0.0,21,21,0
4853,10331,246,79,0.0,20,20,0
4854,10330,246,44,4.0,10,10,0
4855,10329,246,49,4.0,11,11,0
4856,10328,246,65,12.0,6,6,0
4857,10327,246,71,35.0,2,2,2
4858,10326,246,64,0.0,24,24,0
4859,10325,246,85,0.0,23,23,0
4860,10324,246,88,0.0,17,17,0
4861,10323,246,63,0.0,15,15,0
4862,10322,246,87,3.0,13,13,0
4863,10321,246,55,26.0,3,3,1
4864,10320,246,57,5.0,9,9,0
4865,10319,246,77,17.0,4,4,0
4866,10318,246,14,13.0,5,5,0
4867,10317,246,30,46.0,1,1,4
4868,10373,247,92,0.0,26,26,0
4869,10372,247,90,0.0,29,29,0
4870,10371,247,89,0.0,22,22,0
4871,10370,247,96,0.0,17,17,0
4872,10369,247,91,0.0,28,28,0
4873,10368,247,50,0.0,27,27,0
4874,10367,247,84,3.0,13,13,0
4875,10366,247,22,7.0,7,7,0
4876,10365,247,69,0.0,18,18,0
4877,10364,247,81,1.0,14,14,0
4878,10363,247,94,0.0,16,16,0
4879,10362,247,95,0.0,25,25,0
4880,10361,247,56,6.0,9,9,0
4881,10360,247,93,0.0,21,21,0
4882,10359,247,79,0.0,20,20,0
4883,10358,247,44,7.0,8,8,0
4884,10357,247,49,5.0,12,12,0
4885,10356,247,65,22.0,4,4,1
4886,10355,247,71,35.0,2,2,2
4887,10354,247,64,0.0,24,24,0
4888,10353,247,85,0.0,23,23,0
4889,10352,247,88,0.0,19,19,0
4890,10351,247,63,0.0,15,15,0
4891,10350,247,87,5.0,11,11,0
4892,10349,247,55,32.0,3,3,1
4893,10348,247,57,5.0,10,10,0
4894,10347,247,77,17.0,6,6,0
4895,10346,247,14,17.0,5,5,0
4896,10345,247,30,46.0,1,1,4
4897,10402,248,92,0.0,26,26,0
4898,10401,248,90,0.0,29,29,0
4899,10400,248,89,0.0,23,23,0
4900,10399,248,96,2.0,14,14,0
4901,10398,248,91,0.0,28,28,0
4902,10397,248,50,0.0,27,27,0
4903,10396,248,84,3.0,13,13,0
4904,10395,248,22,7.0,7,7,0
4905,10394,248,69,0.0,21,21,0
4906,10393,248,81,1.0,16,16,0
4907,10392,248,94,0.0,18,18,0
4908,10391,248,95,0.0,25,25,0
4909,10390,248,56,6.0,9,9,0
4910,10389,248,93,0.0,22,22,0
4911,10388,248,79,0.0,19,19,0
4912,10387,248,44,7.0,8,8,0
4913,10386,248,49,5.0,12,12,0
4914,10385,248,65,25.0,4,4,1
4915,10384,248,71,35.0,2,2,2
4916,10383,248,64,0.0,24,24,0
4917,10382,248,85,0.0,20,20,0
4918,10381,248,88,1.0,15,15,0
4919,10380,248,63,0.0,17,17,0
4920,10379,248,87,5.0,11,11,0
4921,10378,248,55,32.0,3,3,1
4922,10377,248,57,5.0,10,10,0
4923,10376,248,77,21.0,6,6,0
4924,10375,248,14,23.0,5,5,0
4925,10374,248,30,56.0,1,1,5
4926,10432,249,83,0.0,24,24,0
4927,10431,249,92,0.0,27,27,0
4928,10430,249,90,0.0,30,30,0
4929,10429,249,89,0.0,23,23,0
4930,10428,249,96,2.0,14,14,0
4931,10427,249,91,0.0,29,29,0
4932,10426,249,50,0.0,28,28,0
4933,10425,249,84,3.0,13,13,0
4934,10424,249,22,7.0,8,8,0
4935,10423,249,69,0.0,20,20,0
4936,10422,249,81,1.0,16,16,0
4937,10421,249,94,0.0,18,18,0
4938,10420,249,95,0.0,26,26,0
4939,10419,249,56,6.0,10,10,0
4940,10418,249,93,0.0,22,22,0
4941,10417,249,79,0.0,19,19,0
4942,10416,249,44,8.0,7,7,0
4943,10415,249,49,7.0,9,9,0
4944,10414,249,65,28.0,5,5,1
4945,10413,249,71,45.0,2,2,3
4946,10412,249,64,0.0,25,25,0
4947,10411,249,85,0.0,21,21,0
4948,10410,249,88,1.0,15,15,0
4949,10409,249,63,0.0,17,17,0
4950,10408,249,87,5.0,12,12,0
4951,10407,249,55,32.0,3,3,1
4952,10406,249,57,5.0,11,11,0
4953,10405,249,77,25.0,6,6,0
4954,10404,249,14,29.0,4,4,0
4955,10403,249,30,56.0,1,1,5
4956,10462,250,83,0.0,22,22,0
4957,10461,250,92,0.0,27,27,0
4958,10460,250,90,0.0,30,30,0
4959,10459,250,89,0.0,23,23,0
4960,10458,250,96,2.0,14,14,0
4961,10457,250,91,0.0,29,29,0
4962,10456,250,50,0.0,28,28,0
4963,10455,250,84,7.0,10,10,0
4964,10454,250,22,8.0,8,8,0
4965,10453,250,69,0.0,20,20,0
4966,10452,250,81,1.0,16,16,0
4967,10451,250,94,0.0,18,18,0
4968,10450,250,95,0.0,26,26,0
4969,10449,250,56,6.0,12,12,0
4970,10448,250,93,0.0,24,24,0
4971,10447,250,79,0.0,19,19,0
4972,10446,250,44,8.0,9,9,0
4973,10445,250,49,10.0,7,7,0
4974,10444,250,65,28.0,5,5,1
4975,10443,250,71,51.0,2,2,3
4976,10442,250,64,0.0,25,25,0
4977,10441,250,85,0.0,21,21,0
4978,10440,250,88,1.0,15,15,0
4979,10439,250,63,0.0,17,17,0
4980,10438,250,87,7.0,11,11,0
4981,10437,250,55,32.0,3,3,1
4982,10436,250,57,5.0,13,13,0
4983,10435,250,77,25.0,6,6,0
4984,10434,250,14,29.0,4,4,0
4985,10433,250,30,66.0,1,1,6
4986,10493,251,97,0.0,20,20,0
4987,10492,251,83,0.0,25,25,0
4988,10491,251,92,0.0,28,28,0
4989,10490,251,90,0.0,31,31,0
4990,10489,251,89,0.0,22,22,0
4991,10488,251,96,3.0,14,14,0
4992,10487,251,91,0.0,30,30,0
4993,10486,251,50,0.0,29,29,0
4994,10485,251,84,7.0,12,12,0
4995,10484,251,22,8.0,10,10,0
4996,10483,251,69,0.0,21,21,0
4997,10482,251,81,1.0,17,17,0
4998,10481,251,94,0.0,18,18,0
4999,10480,251,95,0.0,27,27,0
5000,10479,251,56,6.0,13,13,0
5001,10478,251,93,0.0,26,26,0
5002,10477,251,79,0.0,19,19,0
5003,10476,251,44,8.0,11,11,0
5004,10475,251,49,14.0,7,7,0
5005,10474,251,65,38.0,3,3,2
5006,10473,251,71,51.0,2,2,3
5007,10472,251,64,0.0,24,24,0
5008,10471,251,85,0.0,23,23,0
5009,10470,251,88,1.0,16,16,0
5010,10469,251,63,2.0,15,15,0
5011,10468,251,87,10.0,9,9,0
5012,10467,251,55,32.0,4,4,1
5013,10466,251,57,11.0,8,8,0
5014,10465,251,77,25.0,6,6,0
5015,10464,251,14,29.0,5,5,0
5016,10463,251,30,66.0,1,1,6
5017,10524,252,97,0.0,20,20,0
5018,10523,252,83,0.0,25,25,0
5019,10522,252,92,0.0,28,28,0
5020,10521,252,90,0.0,31,31,0
5021,10520,252,89,0.0,22,22,0
5022,10519,252,96,3.0,14,14,0
5023,10518,252,91,0.0,30,30,0
5024,10517,252,50,0.0,29,29,0
5025,10516,252,84,7.0,12,12,0
5026,10515,252,22,8.0,10,10,0
5027,10514,252,69,0.0,21,21,0
5028,10513,252,81,1.0,17,17,0
5029,10512,252,94,0.0,18,18,0
5030,10511,252,95,0.0,27,27,0
5031,10510,252,56,6.0,13,13,0
5032,10509,252,93,0.0,26,26,0
5033,10508,252,79,0.0,19,19,0
5034,10507,252,44,8.0,11,11,0
5035,10506,252,49,15.0,7,7,0
5036,10505,252,65,38.0,4,4,2
5037,10504,252,71,55.0,2,2,3
5038,10503,252,64,0.0,24,24,0
5039,10502,252,85,0.0,23,23,0
5040,10501,252,88,1.0,16,16,0
5041,10500,252,63,2.0,15,15,0
5042,10499,252,87,10.0,9,9,0
5043,10498,252,55,34.0,5,5,1
5044,10497,252,57,11.0,8,8,0
5045,10496,252,77,28.0,6,6,0
5046,10495,252,14,39.0,3,3,1
5047,10494,252,30,72.0,1,1,6
5048,10557,253,98,0.0,33,33,0
5049,10556,253,99,0.0,32,32,0
5050,10555,253,97,0.0,20,20,0
5051,10554,253,83,0.0,24,24,0
5052,10553,253,92,0.0,28,28,0
5053,10552,253,90,0.0,31,31,0
5054,10551,253,89,0.0,22,22,0
5055,10550,253,96,3.0,14,14,0
5056,10549,253,91,0.0,30,30,0
5057,10548,253,50,0.0,29,29,0
5058,10547,253,84,7.0,12,12,0
5059,10546,253,22,11.0,9,9,0
5060,10545,253,69,0.0,21,21,0
5061,10544,253,81,1.0,17,17,0
5062,10543,253,94,0.0,18,18,0
5063,10542,253,95,0.0,27,27,0
5064,10541,253,56,7.0,13,13,0
5065,10540,253,93,0.0,26,26,0
5066,10539,253,79,0.0,19,19,0
5067,10538,253,44,8.0,11,11,0
5068,10537,253,49,15.0,7,7,0
5069,10536,253,65,40.0,4,4,2
5070,10535,253,71,55.0,2,2,3
5071,10534,253,64,0.0,25,25,0
5072,10533,253,85,0.0,23,23,0
5073,10532,253,88,1.0,16,16,0
5074,10531,253,63,2.0,15,15,0
5075,10530,253,87,10.0,10,10,0
5076,10529,253,55,40.0,5,5,1
5077,10528,253,57,11.0,8,8,0
5078,10527,253,77,28.0,6,6,0
5079,10526,253,14,43.0,3,3,1
5080,10525,253,30,82.0,1,1,7
5081,10591,254,76,0.0,27,27,0
5082,10590,254,98,0.0,34,34,0
5083,10589,254,99,0.0,33,33,0
5084,10588,254,97,0.0,20,20,0
5085,10587,254,83,0.0,24,24,0
5086,10586,254,92,0.0,29,29,0
5087,10585,254,90,0.0,32,32,0
5088,10584,254,89,0.0,22,22,0
5089,10583,254,96,3.0,14,14,0
5090,10582,254,91,0.0,31,31,0
5091,10581,254,50,0.0,30,30,0
5092,10580,254,84,7.0,12,12,0
5093,10579,254,22,11.0,9,9,0
5094,10578,254,69,0.0,21,21,0
5095,10577,254,81,1.0,17,17,0
5096,10576,254,94,0.0,18,18,0
5097,10575,254,95,0.0,28,28,0
5098,10574,254,56,7.0,13,13,0
5099,10573,254,93,0.0,26,26,0
5100,10572,254,79,0.0,19,19,0
5101,10571,254,44,8.0,11,11,0
5102,10570,254,49,15.0,7,7,0
5103,10569,254,65,41.0,5,5,2
5104,10568,254,71,59.0,2,2,3
5105,10567,254,64,0.0,25,25,0
5106,10566,254,85,0.0,23,23,0
5107,10565,254,88,1.0,16,16,0
5108,10564,254,63,2.0,15,15,0
5109,10563,254,87,10.0,10,10,0
5110,10562,254,55,42.0,4,4,1
5111,10561,254,57,11.0,8,8,0
5112,10560,254,77,31.0,6,6,0
5113,10559,254,14,49.0,3,3,1
5114,10558,254,30,92.0,1,1,8
5115,10625,255,76,0.0,28,28,0
5116,10624,255,98,0.0,34,34,0
5117,10623,255,99,0.0,33,33,0
5118,10622,255,97,0.0,20,20,0
5119,10621,255,83,0.0,24,24,0
5120,10620,255,92,0.0,30,30,0
